Código do Pedido;Nome do destino;UF do destino;Código do serviço;Valor;Prazo Final
0012406319036;Montes Claros;MG;JET;12.04;7
0012406319036;Montes Claros;MG;BPS;31.57;9
0012406626962;Ribeirão das Neves;MG;JET;11.7;6
0012406626962;Ribeirão das Neves;MG;BPS;26.24;11
0012406034776;Campos dos Goytacazes;RJ;JET;13.94;6
0012406034776;Campos dos Goytacazes;RJ;BPS;27.32;10
0012406673495;Manaus;AM;JET;20.5;12
0012406673495;Manaus;AM;BPS;19.85;26
0012406335869;Magé;RJ;JET;13.85;7
0012406335869;Magé;RJ;BPS;42.22;9
0012406750176;Camaçari;BA;JET;17.78;8
0012406750176;Camaçari;BA;BPS;79.92;11
0012406068415;Braço do Rio;ES;JET;12.14;9
0012406068415;Braço do Rio;ES;BPS;20.48;13
0012406327946;Francisco Morato;SP;JET;14.43;5
0012406327946;Francisco Morato;SP;BPS;23.08;11
0012406495967;Itapevi;SP;JET;15.31;4
0012406495967;Itapevi;SP;BPS;23.33;11
0012406006605;Arujá;SP;JET;13.39;5
0012406006605;Arujá;SP;BPS;23.06;11
0012406123973;São Paulo;SP;JET;10.67;3
0012406123973;São Paulo;SP;BPS;19.18;11
0012406252115;Água Doce do Norte;ES;JET;12.13;9
0012406252115;Água Doce do Norte;ES;BPS;20.47;13
0012406619367;Campina Grande;PB;JET;18.98;10
0012406619367;Campina Grande;PB;BPS;31.85;12
0012406375101;São Bernardo do Campo;SP;JET;11.46;3
0012406375101;São Bernardo do Campo;SP;BPS;22.5;11
0012406326781;Campina Grande;PB;JET;25;10
0012406326781;Campina Grande;PB;BPS;33.26;12
0012406185395;Santo André;SP;JET;12.24;3
0012406185395;Santo André;SP;BPS;22.72;11
0012406655228;Biguaçu;SC;JET;15.7;3
0012406655228;Biguaçu;SC;BPS;25.54;7
0012406456072;Piúma;ES;JET;13.19;9
0012406456072;Piúma;ES;BPS;24.76;10
0012406752613;Belford Roxo;RJ;JET;11;8
0012406752613;Belford Roxo;RJ;BPS;34.85;9
0012406916374;São Paulo;SP;JET;10.67;3
0012406916374;São Paulo;SP;BPS;20.8;11
0012406263313;São Luís;MA;JET;14.71;11
0012406263313;São Luís;MA;BPS;19.67;20
0012406296936;Marialva;PR;JET;14.65;6
0012406296936;Marialva;PR;BPS;28.57;11
0012406477891;São Bernardo do Campo;SP;JET;11.51;4
0012406477891;São Bernardo do Campo;SP;BPS;22.51;11
0012406703463;São Carlos;SP;JET;14.77;5
0012406703463;São Carlos;SP;BPS;23.31;9
0012406549043;Jaíba;MG;JET;12.78;10
0012406549043;Jaíba;MG;BPS;34.81;13
0012406904182;Fernandópolis;SP;JET;11.49;6
0012406904182;Fernandópolis;SP;BPS;21.64;10
0012406803433;São Paulo;SP;JET;11.42;3
0012406803433;São Paulo;SP;BPS;22.31;11
0012406156256;Porto Velho;RO;JET;20.76;13
0012406156256;Porto Velho;RO;BPS;61.76;18
0012406149854;Cariacica;ES;JET;11.4;6
0012406149854;Cariacica;ES;BPS;25.66;9
0012406225649;Hortolândia;SP;JET;11.7;5
0012406225649;Hortolândia;SP;BPS;24.97;9
0012406691922;Santo André;SP;JET;10.56;3
0012406691922;Santo André;SP;BPS;21.59;11
0012406063231;Brasília;DF;JET;14.67;6
0012406063231;Brasília;DF;BPS;23.25;9
0012406970706;Mauá;SP;JET;12.97;3
0012406970706;Mauá;SP;BPS;22.93;11
0012406825377;Caculé;BA;JET;17.22;10
0012406825377;Caculé;BA;BPS;79.75;13
0012406126298;Brasília;DF;JET;16.11;5
0012406126298;Brasília;DF;BPS;23.46;9
0012406130942;Guarulhos;SP;JET;11.51;4
0012406130942;Guarulhos;SP;BPS;22.33;11
0012406369285;São Gonçalo;RJ;JET;11.59;7
0012406369285;São Gonçalo;RJ;BPS;41.57;9
0012406017350;Barueri;SP;JET;13.89;4
0012406017350;Barueri;SP;BPS;23.08;11
0012406699986;Nova Era;MG;JET;12.92;8
0012406699986;Nova Era;MG;BPS;28.86;12
0012406907980;Mauá;SP;JET;11.46;3
0012406907980;Mauá;SP;BPS;22.5;11
0012406340336;São Paulo;SP;JET;14.75;4
0012406340336;São Paulo;SP;BPS;23.2;11
0012406415151;Aparecida de Goiânia;GO;JET;12.14;6
0012406415151;Aparecida de Goiânia;GO;BPS;19.8;10
0012406761444;Manacapuru;AM;JET;25.03;16
0012406761444;Manacapuru;AM;BPS;97.33;31
0012406507439;Pedreira;SP;JET;11.99;5
0012406507439;Pedreira;SP;BPS;24.97;9
0012406093206;Crato;CE;JET;20.86;15
0012406093206;Crato;CE;BPS;39.61;11
0012406542340;Serra;ES;JET;11.38;7
0012406542340;Serra;ES;BPS;23.39;9
0012406054523;Jaboatão dos Guararapes;PE;JET;15.01;9
0012406054523;Jaboatão dos Guararapes;PE;BPS;19.79;12
0012406482100;Vila Velha;ES;JET;10.19;6
0012406482100;Vila Velha;ES;BPS;20.48;9
0012406942028;Campo Grande;MS;JET;11.51;10
0012406942028;Campo Grande;MS;BPS;19.79;10
0012406070795;Cariacica;ES;JET;10.38;6
0012406070795;Cariacica;ES;BPS;20.47;9
0012406722689;Governador Valadares;MG;JET;11.03;6
0012406722689;Governador Valadares;MG;BPS;20.83;9
0012406449519;Sorocaba;SP;JET;11.46;4
0012406449519;Sorocaba;SP;BPS;22.27;9
0012406082249;Imperatriz;MA;JET;17.52;15
0012406082249;Imperatriz;MA;BPS;19.87;12
0012406845910;São Luís;MA;JET;15.68;12
0012406845910;São Luís;MA;BPS;19.85;20
0012406166208;Francisco Morato;SP;JET;11.44;5
0012406166208;Francisco Morato;SP;BPS;21.63;11
0012406136516;Carlos Chagas;MG;JET;11.99;8
0012406136516;Carlos Chagas;MG;BPS;21.64;12
0012406461626;São José do Rio Preto;SP;JET;12.97;5
0012406461626;São José do Rio Preto;SP;BPS;27.05;8
0012406445782;Crato;CE;JET;20.99;15
0012406445782;Crato;CE;BPS;39.73;11
0012406800957;Goiana;PE;JET;17.14;11
0012406800957;Goiana;PE;BPS;66.67;14
0012406780664;Orocó;PE;JET;16.46;22
0012406780664;Orocó;PE;BPS;66.67;18
0012406502842;Nova Iguaçu;RJ;JET;10.82;6
0012406502842;Nova Iguaçu;RJ;BPS;34.85;9
0012406789807;Recife;PE;JET;14.99;7
0012406789807;Recife;PE;BPS;19.8;12
0012406001799;Arujá;SP;JET;12.16;5
0012406001799;Arujá;SP;BPS;22.62;11
0012406379105;Rio de Janeiro;RJ;JET;10.92;4
0012406379105;Rio de Janeiro;RJ;BPS;34.04;9
0012406886110;Teixeira de Freitas;BA;JET;16.12;9
0012406886110;Teixeira de Freitas;BA;BPS;79.27;18
0012406155875;Volta Redonda;RJ;JET;11.73;6
0012406155875;Volta Redonda;RJ;BPS;23.79;9
0012406197034;Porto Alegre;RS;JET;10.45;4
0012406197034;Porto Alegre;RS;BPS;20.65;9
0012406787078;Mandaguaçu;PR;JET;13.87;7
0012406787078;Mandaguaçu;PR;BPS;21;10
0012406180697;São Gonçalo;RJ;JET;10.86;7
0012406180697;São Gonçalo;RJ;BPS;34.86;9
0012406182690;Rio de Janeiro;RJ;JET;10.87;4
0012406182690;Rio de Janeiro;RJ;BPS;32.42;9
0012406308433;São José da Coroa Grande;PE;JET;16.46;10
0012406308433;São José da Coroa Grande;PE;BPS;66.67;14
0012406638527;Belém;PA;JET;15.8;13
0012406638527;Belém;PA;BPS;19.85;13
0012406340629;Santa Rita;PB;JET;17.35;14
0012406340629;Santa Rita;PB;BPS;20.64;12
0012406679307;Santa Bárbara D'Oeste;SP;JET;10.94;5
0012406679307;Santa Bárbara D'Oeste;SP;BPS;21.63;9
0012406872285;Brejolândia;BA;JET;14.68;11
0012406872285;Brejolândia;BA;BPS;66.58;14
0012406428879;Rio de Janeiro;RJ;JET;10.87;4
0012406428879;Rio de Janeiro;RJ;BPS;34.03;9
0012406849776;Porto Alegre;RS;JET;11.16;4
0012406849776;Porto Alegre;RS;BPS;23.04;9
0012406610668;São Paulo;SP;JET;11.46;3
0012406610668;São Paulo;SP;BPS;22.32;11
0012406630889;Queluz;SP;JET;12.6;6
0012406630889;Queluz;SP;BPS;26.61;13
0012406383774;Goiânia;GO;JET;12.81;6
0012406383774;Goiânia;GO;BPS;23.69;10
0012406706118;Águas Formosas;MG;JET;13.45;9
0012406706118;Águas Formosas;MG;BPS;32.07;16
0012406151168;Santarém;PA;JET;26.75;18
0012406151168;Santarém;PA;BPS;204.55;21
0012406393214;Campo Verde;MT;JET;16.95;10
0012406393214;Campo Verde;MT;BPS;124.05;17
0012406720340;Campina Grande;PB;JET;18.5;10
0012406720340;Campina Grande;PB;BPS;31.43;12
0012406106870;Itupeva;SP;JET;12.33;6
0012406106870;Itupeva;SP;BPS;25.18;10
0012406627698;Japeri;RJ;JET;12.16;6
0012406627698;Japeri;RJ;BPS;41.69;9
0012406320899;São Paulo;SP;JET;12.85;3
0012406320899;São Paulo;SP;BPS;22.71;11
0012406204634;São Paulo;SP;JET;9.25;3
0012406204634;São Paulo;SP;BPS;20.17;11
0012406543890;Cruz das Almas;BA;JET;16.54;9
0012406543890;Cruz das Almas;BA;BPS;79.29;13
0012406578810;Inhumas;GO;JET;14.68;9
0012406578810;Inhumas;GO;BPS;26.81;11
0012406683022;Teresina;PI;JET;15.5;10
0012406683022;Teresina;PI;BPS;19.83;19
0012406562541;Alegrete do Piauí;PI;JET;15.92;22
0012406562541;Alegrete do Piauí;PI;BPS;75.87;19
0012406895596;Taboão da Serra;SP;JET;11.7;4
0012406895596;Taboão da Serra;SP;BPS;22.51;11
0012406828702;Londrina;PR;JET;12.26;5
0012406828702;Londrina;PR;BPS;25.95;9
0012406975632;Aracati;CE;JET;17.95;16
0012406975632;Aracati;CE;BPS;75.87;16
0012406616075;Vitória;ES;JET;11.14;6
0012406616075;Vitória;ES;BPS;23.44;9
0012406629473;São Paulo;SP;JET;10.67;4
0012406629473;São Paulo;SP;BPS;20.8;11
0012406300985;Goiânia;GO;JET;11.31;6
0012406300985;Goiânia;GO;BPS;18.26;10
0012406121934;Teresina;PI;JET;15.56;10
0012406121934;Teresina;PI;BPS;19.85;19
0012406803241;Curitiba;PR;JET;10.43;3
0012406803241;Curitiba;PR;BPS;23.31;7
0012406803241;Curitiba;PR;NEX;8.54;2
0012406331763;Campina Grande;PB;JET;18.32;10
0012406331763;Campina Grande;PB;BPS;31.27;12
0012406317371;Colatina;ES;JET;12.72;8
0012406317371;Colatina;ES;BPS;24.55;9
0012406267424;Alexandria;RN;JET;16.01;17
0012406267424;Alexandria;RN;BPS;89.66;14
0012406786231;Floriano;PI;JET;15.84;14
0012406786231;Floriano;PI;BPS;75.87;18
0012406812717;Araguaína;TO;JET;22.73;15
0012406812717;Araguaína;TO;BPS;106.56;15
0012406955707;Luzilândia;PI;JET;15.9;17
0012406955707;Luzilândia;PI;BPS;75.86;29
0012406617792;Macapá;AP;JET;30.31;14
0012406617792;Macapá;AP;BPS;107.07;20
0012406401686;Camaçari;BA;JET;14.27;8
0012406401686;Camaçari;BA;BPS;66.58;11
0012406844362;Tucuruí;PA;JET;21.21;18
0012406844362;Tucuruí;PA;BPS;170.97;19
0012406002780;São Paulo;SP;JET;11.46;3
0012406002780;São Paulo;SP;BPS;22.32;11
0012406522086;Goiânia;GO;JET;11.33;6
0012406522086;Goiânia;GO;BPS;18.28;10
0012406109596;Vespasiano;MG;JET;11.59;5
0012406109596;Vespasiano;MG;BPS;21.63;11
0012406596699;Franca;SP;JET;10.8;5
0012406596699;Franca;SP;BPS;20.77;9
0012406611668;Viana;ES;JET;11.58;7
0012406611668;Viana;ES;BPS;20.48;10
0012406875787;Pirapetinga;MG;JET;12.76;8
0012406875787;Pirapetinga;MG;BPS;29.98;13
0012406439407;Guarapari;ES;JET;15.41;7
0012406439407;Guarapari;ES;BPS;26.73;9
0012406792729;Duque de Caxias;RJ;JET;11.63;5
0012406792729;Duque de Caxias;RJ;BPS;41.58;9
0012406858993;Rio de Janeiro;RJ;JET;13.63;4
0012406858993;Rio de Janeiro;RJ;BPS;39.47;9
0012406243827;São Caetano do Sul;SP;JET;11.7;3
0012406243827;São Caetano do Sul;SP;BPS;22.51;11
0012406523625;Francisco Sá;MG;JET;12.78;8
0012406523625;Francisco Sá;MG;BPS;34.81;12
0012406172617;Rio Claro;SP;JET;11.7;5
0012406172617;Rio Claro;SP;BPS;26.19;9
0012406735291;São Paulo;SP;JET;16.28;4
0012406735291;São Paulo;SP;BPS;23.62;11
0012406121825;Cametá;PA;JET;51.79;17
0012406121825;Cametá;PA;BPS;209.12;20
0012406689259;Montes Claros;MG;JET;11.75;7
0012406689259;Montes Claros;MG;BPS;31.48;9
0012406050305;Barra dos Coqueiros;SE;JET;18.38;12
0012406050305;Barra dos Coqueiros;SE;BPS;34.04;14
0012406915491;Belo Horizonte;MG;JET;12.64;5
0012406915491;Belo Horizonte;MG;BPS;26.38;9
0012406018692;Belo Horizonte;MG;JET;11.85;5
0012406018692;Belo Horizonte;MG;BPS;28.85;9
0012406700334;Curitiba;PR;JET;10.4;3
0012406700334;Curitiba;PR;BPS;23.3;7
0012406700334;Curitiba;PR;NEX;8.53;2
0012406687172;Parnamirim;RN;JET;18.55;11
0012406687172;Parnamirim;RN;BPS;32.44;12
0012406892580;São Paulo;SP;JET;15.16;3
0012406892580;São Paulo;SP;BPS;23.31;11
0012406319467;Maringá;PR;JET;10.45;5
0012406319467;Maringá;PR;BPS;25.95;9
0012406633212;Manaus;AM;JET;20.55;12
0012406633212;Manaus;AM;BPS;19.87;26
0012406226646;Mata de São João;BA;JET;14.7;9
0012406226646;Mata de São João;BA;BPS;20.57;12
0012406426936;Rio de Janeiro;RJ;JET;11.63;4
0012406426936;Rio de Janeiro;RJ;BPS;38.92;9
0012406842253;São João do Rio do Peixe;PB;JET;22.8;15
0012406842253;São João do Rio do Peixe;PB;BPS;40.4;18
0012406132698;Tapejara;PR;JET;23;8
0012406132698;Tapejara;PR;BPS;29.77;11
0012406907543;Itaboraí;RJ;JET;12.28;7
0012406907543;Itaboraí;RJ;BPS;41.58;9
0012406086151;Paulista;PE;JET;18.51;9
0012406086151;Paulista;PE;BPS;34.04;12
0012406772325;Barra Velha;SC;JET;13.36;4
0012406772325;Barra Velha;SC;BPS;27.36;7
0012406428452;Quaraí;RS;JET;13.78;7
0012406428452;Quaraí;RS;BPS;27.44;11
0012406647081;Magé;RJ;JET;14.7;7
0012406647081;Magé;RJ;BPS;42.46;9
0012406768294;Rio de Janeiro;RJ;JET;13.34;4
0012406768294;Rio de Janeiro;RJ;BPS;39.38;9
0012406625018;Campina Grande;PB;JET;18.34;10
0012406625018;Campina Grande;PB;BPS;31.29;12
0012406675706;Extrema;MG;JET;13.46;8
0012406675706;Extrema;MG;BPS;26.2;11
0012406573006;Jaboatão dos Guararapes;PE;JET;18.14;9
0012406573006;Jaboatão dos Guararapes;PE;BPS;30.87;12
0012406169062;Caçapava;SP;JET;9.78;5
0012406169062;Caçapava;SP;BPS;21.02;9
0012406680797;Guarulhos;SP;JET;11.51;3
0012406680797;Guarulhos;SP;BPS;22.33;11
0012406345682;Rio de Janeiro;RJ;JET;11.63;5
0012406345682;Rio de Janeiro;RJ;BPS;38.92;9
0012406715327;Várzea Paulista;SP;JET;12.46;6
0012406715327;Várzea Paulista;SP;BPS;25.04;10
0012406904309;Vargem Alta;ES;JET;14.92;9
0012406904309;Vargem Alta;ES;BPS;25.37;10
0012406900902;Taboão da Serra;SP;JET;14.92;4
0012406900902;Taboão da Serra;SP;BPS;23.26;11
0012406355825;Ariquemes;RO;JET;28.49;17
0012406355825;Ariquemes;RO;BPS;110.12;18
0012406642415;Recife;PE;JET;18.11;7
0012406642415;Recife;PE;BPS;30.89;12
0012406700873;São Raimundo das Mangabeiras;MA;JET;19.76;22
0012406700873;São Raimundo das Mangabeiras;MA;BPS;93.78;26
0012406630491;Feira de Santana;BA;JET;15.97;7
0012406630491;Feira de Santana;BA;BPS;30.72;11
0012406545511;Missão Velha;CE;JET;21.59;15
0012406545511;Missão Velha;CE;BPS;57.66;13
0012406135708;Rio Bananal;ES;JET;12.14;9
0012406135708;Rio Bananal;ES;BPS;20.48;13
0012406536869;Jacareí;SP;JET;10.94;5
0012406536869;Jacareí;SP;BPS;21.63;9
0012406779243;Pinheiros;ES;JET;13.21;9
0012406779243;Pinheiros;ES;BPS;26.66;13
0012406573801;Jacobina;BA;JET;16.52;9
0012406573801;Jacobina;BA;BPS;79.27;15
0012406967820;Montes Claros;MG;JET;11.75;7
0012406967820;Montes Claros;MG;BPS;31.48;9
0012406653689;São Carlos;SP;JET;10.94;5
0012406653689;São Carlos;SP;BPS;21.63;9
0012406453028;Americana;SP;JET;11.66;5
0012406453028;Americana;SP;BPS;26.18;9
0012406717651;Volta Redonda;RJ;JET;11.73;6
0012406717651;Volta Redonda;RJ;BPS;23.79;9
0012406901148;Vespasiano;MG;JET;11.5;5
0012406901148;Vespasiano;MG;BPS;21.61;11
0012406224135;Belém;PA;JET;13.44;13
0012406224135;Belém;PA;BPS;18.98;13
0012406190347;Simões;PI;JET;15.58;22
0012406190347;Simões;PI;BPS;75.92;21
0012406821815;São Paulo;SP;JET;11.46;4
0012406821815;São Paulo;SP;BPS;22.32;11
0012406893657;São Paulo;SP;JET;11.76;4
0012406893657;São Paulo;SP;BPS;22.4;11
0012406969855;Ribeirão das Neves;MG;JET;11.7;6
0012406969855;Ribeirão das Neves;MG;BPS;26.24;11
0012406223538;Franca;SP;JET;11.7;5
0012406223538;Franca;SP;BPS;26.9;9
0012406446609;Fortaleza;CE;JET;17.67;9
0012406446609;Fortaleza;CE;BPS;31.68;12
0012406073185;São Paulo;SP;JET;11.42;3
0012406073185;São Paulo;SP;BPS;22.31;11
0012406989037;Camaçari;BA;JET;16.01;8
0012406989037;Camaçari;BA;BPS;79.29;11
0012406285865;Água Branca;AL;JET;20.95;22
0012406285865;Água Branca;AL;BPS;93.38;15
0012406010741;Rio de Janeiro;RJ;JET;11.68;5
0012406010741;Rio de Janeiro;RJ;BPS;38.93;9
0012406775443;Rio de Janeiro;RJ;JET;10.87;4
0012406775443;Rio de Janeiro;RJ;BPS;34.03;9
0012406290180;Cariacica;ES;JET;10.38;6
0012406290180;Cariacica;ES;BPS;20.47;9
0012406066371;Rialma;GO;JET;13.8;18
0012406066371;Rialma;GO;BPS;85.01;11
0012406121026;Anápolis;GO;JET;12.93;9
0012406121026;Anápolis;GO;BPS;97.38;10
0012406172855;Alfenas;MG;JET;12.9;7
0012406172855;Alfenas;MG;BPS;27.65;10
0012406739268;Pirpirituba;PB;JET;22.34;15
0012406739268;Pirpirituba;PB;BPS;94.2;14
0012406336977;Apiúna;SC;JET;13.06;3
0012406336977;Apiúna;SC;BPS;25.63;8
0012406336977;Apiúna;SC;NEX;9.5;5
0012406103174;Rio de Janeiro;RJ;JET;11.92;4
0012406103174;Rio de Janeiro;RJ;BPS;39;9
0012406620866;São Paulo;SP;JET;11.42;3
0012406620866;São Paulo;SP;BPS;22.31;11
0012406329782;Nova Iguaçu;RJ;JET;11.87;6
0012406329782;Nova Iguaçu;RJ;BPS;41.65;9
0012406349766;Duque de Caxias;RJ;JET;10.86;6
0012406349766;Duque de Caxias;RJ;BPS;34.86;9
0012406331229;Canela;RS;JET;13.92;5
0012406331229;Canela;RS;BPS;25.98;9
0012406210322;Ilhéus;BA;JET;18.8;10
0012406210322;Ilhéus;BA;BPS;53.31;13
0012406744549;São Paulo;SP;JET;11.95;3
0012406744549;São Paulo;SP;BPS;22.46;11
0012406590452;Carapicuíba;SP;JET;9.89;4
0012406590452;Carapicuíba;SP;BPS;21.08;11
0012406675701;Lages;SC;JET;11.95;3
0012406675701;Lages;SC;BPS;29.18;9
0012406675701;Lages;SC;NEX;9.59;2
0012406842697;São João da Boa Vista;SP;JET;12.18;6
0012406842697;São João da Boa Vista;SP;BPS;27.51;9
0012406133524;Brasília;DF;JET;13.65;6
0012406133524;Brasília;DF;BPS;22.96;9
0012406527239;Saquarema;RJ;JET;11.99;6
0012406527239;Saquarema;RJ;BPS;29.71;10
0012406671112;Manaus;AM;JET;20.5;12
0012406671112;Manaus;AM;BPS;19.85;26
0012406942220;Campo Grande;MS;JET;11.51;10
0012406942220;Campo Grande;MS;BPS;19.79;10
0012406392759;Parauapebas;PA;JET;26.75;18
0012406392759;Parauapebas;PA;BPS;204.55;19
0012406011711;Américo Brasiliense;SP;JET;11.99;6
0012406011711;Américo Brasiliense;SP;BPS;22.46;9
0012406253193;Ribeirão das Neves;MG;JET;11.7;6
0012406253193;Ribeirão das Neves;MG;BPS;26.24;11
0012406366379;Caririaçu;CE;JET;21.21;15
0012406366379;Caririaçu;CE;BPS;57.32;15
0012406147524;São Luís;MA;JET;15.72;12
0012406147524;São Luís;MA;BPS;19.87;20
0012406054468;Belo Horizonte;MG;JET;9.69;4
0012406054468;Belo Horizonte;MG;BPS;20.48;9
0012406015855;Brusque;SC;JET;10.94;2
0012406015855;Brusque;SC;BPS;27.17;8
0012406015855;Brusque;SC;NEX;9.5;3
0012406409557;Rio de Janeiro;RJ;JET;9.26;4
0012406409557;Rio de Janeiro;RJ;BPS;31.8;9
0012406636007;Brejo Santo;CE;JET;20.95;16
0012406636007;Brejo Santo;CE;BPS;92.71;13
0012406733323;Araruama;RJ;JET;12.24;7
0012406733323;Araruama;RJ;BPS;29.7;9
0012406504560;João Pessoa;PB;JET;14.03;10
0012406504560;João Pessoa;PB;BPS;19.67;12
0012406232413;Mauá;SP;JET;14.53;3
0012406232413;Mauá;SP;BPS;23.18;11
0012406747716;Taubaté;SP;JET;11.7;5
0012406747716;Taubaté;SP;BPS;26.62;9
0012406607320;Serra;ES;JET;11.15;7
0012406607320;Serra;ES;BPS;23.25;9
0012406176543;Paulista;PE;JET;18.79;9
0012406176543;Paulista;PE;BPS;34.13;12
0012406152593;Rio de Janeiro;RJ;JET;11.68;4
0012406152593;Rio de Janeiro;RJ;BPS;38.93;9
0012406102959;São Paulo;SP;JET;9.11;3
0012406102959;São Paulo;SP;BPS;20.02;11
0012406290195;Mogi das Cruzes;SP;JET;10.84;5
0012406290195;Mogi das Cruzes;SP;BPS;21.6;11
0012406041335;Caiapônia;GO;JET;14.87;18
0012406041335;Caiapônia;GO;BPS;97.4;15
0012406192418;Itanhaém;SP;JET;11.97;6
0012406192418;Itanhaém;SP;BPS;26.41;10
0012406004671;Primavera do Leste;MT;JET;17.02;11
0012406004671;Primavera do Leste;MT;BPS;124.1;16
0012406399076;São José de Ribamar;MA;JET;17.48;15
0012406399076;São José de Ribamar;MA;BPS;20.63;27
0012406968624;Caparaó;MG;JET;12.92;8
0012406968624;Caparaó;MG;BPS;25.96;10
0012406193827;São Benedito do Sul;PE;JET;19.05;22
0012406193827;São Benedito do Sul;PE;BPS;85.13;14
0012406026162;Aparecida;SP;JET;13.02;6
0012406026162;Aparecida;SP;BPS;26.98;9
0012406473430;Assis Brasil;AC;JET;32.84;27
0012406473430;Assis Brasil;AC;BPS;109.81;28
0012406090727;Santo André;SP;JET;11.51;3
0012406090727;Santo André;SP;BPS;22.51;11
0012406662906;Santo André;SP;JET;10.46;3
0012406662906;Santo André;SP;BPS;21.32;11
0012406510388;Brasília;DF;JET;13.37;5
0012406510388;Brasília;DF;BPS;22.88;9
0012406757747;Recife;PE;JET;18.67;7
0012406757747;Recife;PE;BPS;31.08;12
0012406025166;Brasília;DF;JET;13.33;5
0012406025166;Brasília;DF;BPS;22.87;9
0012406122024;Mar Vermelho;AL;JET;18.1;22
0012406122024;Mar Vermelho;AL;BPS;92.59;13
0012406834405;Capelinha;MG;JET;13.07;8
0012406834405;Capelinha;MG;BPS;31.83;14
0012406513050;Mesquita;RJ;JET;9.35;6
0012406513050;Mesquita;RJ;BPS;34.04;9
0012406389301;Campo Grande;MS;JET;11.53;10
0012406389301;Campo Grande;MS;BPS;19.8;10
0012406896983;São Paulo;SP;JET;11.46;3
0012406896983;São Paulo;SP;BPS;22.32;11
0012406527523;Gravataí;RS;JET;12.61;4
0012406527523;Gravataí;RS;BPS;23.79;9
0012406927643;Itu;SP;JET;11.66;5
0012406927643;Itu;SP;BPS;24.4;9
0012406170117;Brasília;DF;JET;16.03;5
0012406170117;Brasília;DF;BPS;23.43;9
0012406392603;Erechim;RS;JET;9.91;5
0012406392603;Erechim;RS;BPS;20.66;10
0012406095474;Cataguases;MG;JET;11.1;7
0012406095474;Cataguases;MG;BPS;21.32;12
0012406931633;Viamão;RS;JET;12.61;5
0012406931633;Viamão;RS;BPS;23.79;11
0012406422731;Maricá;RJ;JET;17.18;7
0012406422731;Maricá;RJ;BPS;43.15;9
0012406383202;Niterói;RJ;JET;12.22;5
0012406383202;Niterói;RJ;BPS;41.75;9
0012406242087;São Paulo;SP;JET;12.05;4
0012406242087;São Paulo;SP;BPS;22.48;11
0012406556172;Lajinha;MG;JET;12.78;8
0012406556172;Lajinha;MG;BPS;25.87;11
0012406072007;Sumaré;SP;JET;11.94;5
0012406072007;Sumaré;SP;BPS;25.04;9
0012406098531;São Paulo;SP;JET;11.42;3
0012406098531;São Paulo;SP;BPS;22.31;11
0012406073833;São Gonçalo;RJ;JET;11.63;7
0012406073833;São Gonçalo;RJ;BPS;41.58;9
0012406382807;Salvador;BA;JET;14.03;8
0012406382807;Salvador;BA;BPS;30.91;11
0012406465717;Santa Rosa de Viterbo;SP;JET;14.08;6
0012406465717;Santa Rosa de Viterbo;SP;BPS;28.18;10
0012406509184;Porto Alegre;RS;JET;11.2;4
0012406509184;Porto Alegre;RS;BPS;23.05;9
0012406785165;Santo André;SP;JET;11.75;3
0012406785165;Santo André;SP;BPS;22.58;11
0012406877785;Embu das Artes;SP;JET;11.7;4
0012406877785;Embu das Artes;SP;BPS;22.51;11
0012406023714;São José de Ribamar;MA;JET;19.83;15
0012406023714;São José de Ribamar;MA;BPS;35.46;27
0012406060602;Guarulhos;SP;JET;11.51;4
0012406060602;Guarulhos;SP;BPS;22.33;11
0012406244485;Brasília;DF;JET;13.37;5
0012406244485;Brasília;DF;BPS;22.88;9
0012406908133;São Paulo;SP;JET;11.42;4
0012406908133;São Paulo;SP;BPS;22.31;11
0012406685086;Setubinha;MG;JET;12.91;8
0012406685086;Setubinha;MG;BPS;31.73;16
0012406932392;Feira de Santana;BA;JET;15.97;7
0012406932392;Feira de Santana;BA;BPS;30.72;11
0012406933781;Rio Verde;GO;JET;11.88;18
0012406933781;Rio Verde;GO;BPS;19.72;10
0012406397642;São Paulo;SP;JET;11.42;3
0012406397642;São Paulo;SP;BPS;22.31;11
0012406608896;Contenda;PR;JET;15.3;5
0012406608896;Contenda;PR;BPS;23.48;9
0012406317633;Carapicuíba;SP;JET;11.66;5
0012406317633;Carapicuíba;SP;BPS;22.5;11
0012406578288;Ibitirama;ES;JET;10.45;9
0012406578288;Ibitirama;ES;BPS;19.69;12
0012406134222;Imperatriz;MA;JET;17.52;15
0012406134222;Imperatriz;MA;BPS;19.87;12
0012406741485;Lagarto;SE;JET;19.31;11
0012406741485;Lagarto;SE;BPS;93.05;13
0012406204979;Ruy Barbosa;BA;JET;18.7;10
0012406204979;Ruy Barbosa;BA;BPS;84.39;18
0012406572037;São Paulo;SP;JET;11.46;4
0012406572037;São Paulo;SP;BPS;22.32;11
0012406794625;Parnamirim;PE;JET;18.92;22
0012406794625;Parnamirim;PE;BPS;85.02;18
0012406540744;Feira de Santana;BA;JET;13.51;7
0012406540744;Feira de Santana;BA;BPS;19.49;11
0012406365822;Pará de Minas;MG;JET;10.92;7
0012406365822;Pará de Minas;MG;BPS;21.3;10
0012406401508;Magé;RJ;JET;11.73;7
0012406401508;Magé;RJ;BPS;41.57;9
0012406383934;Vitória;ES;JET;9.87;6
0012406383934;Vitória;ES;BPS;19.69;9
